CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2001105;Dendera;Holzkamp;;female;1975-02-12;17440;Hohendorf;Mecklenburg-Vorpommern;SK;0;SK
2001123;Daniel;ZĂ¤ngerlein;;male;1975-02-04;67368;Westheim;Rheinland-Pfalz;SK;0;SK
2006835;Damianos;Urbanova;;male;1975-02-03;37355;Niederorschel;ThĂĽringen;AT;2;AT
2006964;Redha;Berkenstock;;male;1975-02-03;32105;Bad Salzuflen;Nordrhein-Westfalen;AT;2;AT
2010089;Javed;Weidauer;;male;1975-02-02;22589;Hamburg;Hamburg;SK;0;SK
2000183;Cong;Wilich;;male;1975-01-28;34385;Bad Karlshafen;Hessen;DE;1;DE
2002136;Fahri;von Kathen;;male;1975-01-27;17348;Neu KĂ¤belich;Mecklenburg-Vorpommern;AT;2;AT
2001247;Rinesa;Schimkus;;female;1975-01-22;4680;ZschadraĂź;Sachsen;SK;0;SK
2007627;Franz;Rupkalwis;;male;1975-01-22;28205;Bremen;Bremen;SK;0;SK
2004293;Chimezie;Eisenschmid;;male;1975-01-13;18184;Thulendorf;Mecklenburg-Vorpommern;DE;1;DE
2000766;Shyheim;Wittekopf;;male;1975-01-13;23701;Eutin;Schleswig-Holstein;SK;0;SK
2004632;Cesare;Mauer;;male;1975-01-09;1309;Dresden Blasewitz;Sachsen;SK;0;SK
2000773;Danieli;SchĂĽttgen;;male;1975-01-05;49214;Bad Rothenfelde;Niedersachsen;SK;0;SK
2000908;Mauritz;Schaepermeier;;male;1975-01-01;55758;Herborn;Rheinland-Pfalz;AT;2;AT
2002698;Jaqueline;Sesli;;female;1974-12-17;6543;Friesdorf;Sachsen-Anhalt;DE;1;DE
2007126;Ndako;Grabmann;;male;1974-11-21;57629;Kundert;Rheinland-Pfalz;AT;2;AT
2006415;Katherina;Balschun;;female;1974-11-11;6577;Oberheldrungen;ThĂĽringen;AT;2;AT
2001369;Aliena;Wenzlaff;;female;1974-10-17;7570;Harth-PĂ¶llnitz Wetzdorf;ThĂĽringen;AT;2;AT
2003357;Christalle;Schekorr;;female;1974-10-17;24867;Dannewerk;Schleswig-Holstein;SK;0;SK
2008974;Feriste;Greef;;female;1974-10-12;74585;Rot am See;Baden-WĂĽrttemberg;SK;0;SK
2002353;Noa;Brandes;;male;1974-10-01;98639;Metzels;ThĂĽringen;AT;2;AT
2005388;Liviu;Brodback;;male;1974-09-28;17509;Neu Boltenhagen;Mecklenburg-Vorpommern;AT;2;AT
2003733;Marjam;Rodolfo;;female;1974-09-24;31737;Rinteln KohlenstĂ¤dt;Niedersachsen;DE;1;DE
2002720;Rubin;RĂĽdger;;male;1974-09-12;7768;Altenberga;ThĂĽringen;DE;1;DE
2000546;Ingrid;Arndgen;;female;1974-09-05;54317;Gusterath;Rheinland-Pfalz;SK;0;SK
2003368;Chimamanda;JĂ¶stl;;female;1974-09-01;94259;Kirchberg im Wald;Bayern;SK;0;SK
2006329;Olwen;Erhardt;;female;1974-08-28;57319;Bad Berleburg Wunderthausen;Nordrhein-Westfalen;SK;0;SK
2008390;Yasma;Filipps;;female;1974-08-24;72459;Albstadt;Baden-WĂĽrttemberg;AT;2;AT
2000395;Yitong;Bartolomej;;female;1974-08-05;16307;Rosow;Brandenburg;DE;1;DE
2009810;Tamay;Regenhardt;;male;1974-07-17;76698;Ubstadt-Weiher;Baden-WĂĽrttemberg;SK;0;SK
2004253;Jordan-Joelina;Brentle;;female;1974-06-13;1731;Kreischa;Sachsen;DE;1;DE
2006552;Lehan;Lemmerer;;female;1974-06-01;25842;LĂĽtjenholm;Schleswig-Holstein;DE;1;DE
2003802;Adelina-Maria;Vollering;;female;1974-05-26;16845;Kyritz Holzhausen;Brandenburg;AT;2;AT
2005785;Sarah-Sophie;Krahmer;;female;1974-05-26;89407;Dillingen an der Donau;Bayern;SK;0;SK
2003263;Umar;Siemoneit;;male;1974-05-25;13507;Berlin;Berlin;AT;2;AT
2005259;Ayoola;Rubert;;male;1974-05-24;26736;KrummhĂ¶rn Freepsum;Niedersachsen;SK;0;SK
2009978;Suvdaa;Piotrowska;;female;1974-05-21;94496;Ortenburg;Bayern;AT;2;AT
2003911;AimeĂ©;Charvat;;female;1974-05-11;89365;RĂ¶fingen;Bayern;DE;1;DE
2001368;Codel;Baraniak;;male;1974-05-11;37197;Hattorf am Harz;Niedersachsen;AT;2;AT
2005017;Caspar-Felix;Winkels;;male;1974-05-11;24619;BornhĂ¶ved;Schleswig-Holstein;DE;1;DE
2007667;Pacal;Froembgen;;male;1974-05-10;14715;Kriele;Brandenburg;DE;1;DE
2002556;Onur;Kayrys;;male;1974-05-09;72175;Dornhan;Baden-WĂĽrttemberg;AT;2;AT
2004772;Kameyo;Senkpiehl;;male;1974-05-09;15848;Friedland Klein Muckrow;Brandenburg;AT;2;AT
2009536;Paul-Luca;TĂ¶nsjost;;male;1974-05-07;6896;Straach;Sachsen-Anhalt;SK;0;SK
2001037;Pina;Kowallek;;female;1974-05-07;26316;Varel RallenbĂĽschen;Niedersachsen;SK;0;SK
2002861;Makayla;HĂ¶fer;;female;1974-04-28;29451;Dannenberg (Elbe) Splietau;Niedersachsen;AT;2;AT
2002510;Moshe;Bargfrede;;male;1974-04-27;25938;Dunsum;Schleswig-Holstein;AT;2;AT
2005206;Marjolaine;Forstmeyer;;female;1974-04-27;16248;Hohenfinow;Brandenburg;AT;2;AT
2001863;Eliso;KluĂźmeyer;;female;1974-04-24;53179;Bonn;Nordrhein-Westfalen;DE;1;DE
2003156;Hoda;Adkins;;female;1974-04-23;99947;Tottleben;ThĂĽringen;SK;0;SK
2005127;Luqman;Kamphausen;;male;1974-04-21;22765;Hamburg;Hamburg;DE;1;DE
2003014;Dschibrail;Krajewski;;male;1974-04-20;45699;Herten;Nordrhein-Westfalen;SK;0;SK
2008507;Al;Thuerk;;female;1974-04-20;72768;Reutlingen;Baden-WĂĽrttemberg;AT;2;AT
2000420;Grete;PrĂ¤ndl;;female;1974-04-20;56355;Weidenbach;Rheinland-Pfalz;DE;1;DE
2002467;Kirian;Scholtischik;;male;1974-04-20;12349;Berlin;Berlin;SK;0;SK
2002872;Mehyeddin;Wlodarski;;male;1974-04-19;56291;Niedert;Rheinland-Pfalz;DE;1;DE
2007302;Aliana;Karzmarzik;;female;1974-04-17;57629;MĂ¶rsbach;Rheinland-Pfalz;AT;2;AT
2008463;Iveel;Winkelmann;;female;1974-04-17;75177;Pforzheim;Baden-WĂĽrttemberg;SK;0;SK
2005787;Natthakon;Biernot;;male;1974-04-13;56754;Binningen;Rheinland-Pfalz;DE;1;DE
2001800;Simeonne;Jacubowski;;female;1974-04-13;26532;GroĂźheide Menstede-Coldinne;Niedersachsen;AT;2;AT
2009834;Wenas;Stanislao;;female;1974-04-11;7570;HohenĂ¶lsen;ThĂĽringen;SK;0;SK
2008012;Vahe;Sauerland;;male;1974-04-10;38268;Lengede;Niedersachsen;AT;2;AT
2010114;Kalman;GrĂ¶n;;male;1974-04-10;15838;Kummersdorf-Gut;Brandenburg;DE;1;DE
2004893;Nilan;Schoenlein;;female;1974-04-09;26427;Neuharlingersiel;Niedersachsen;DE;1;DE
2004700;Boran;Rein;;male;1974-04-08;56368;Katzenelnbogen;Rheinland-Pfalz;AT;2;AT
2005478;Yamac;Hupperz;;male;1974-04-08;55595;Gebroth;Rheinland-Pfalz;SK;0;SK
2003138;Deniz;Weinzirl;;male;1974-04-06;18519;Horst;Mecklenburg-Vorpommern;SK;0;SK
2010115;YeĹźim;Markardt;;female;1974-04-05;57610;Ingelbach;Rheinland-Pfalz;SK;0;SK
2004089;Shilou;Merthin;;female;1974-04-04;67590;Monsheim;Rheinland-Pfalz;SK;0;SK
2008078;Immanuel-Lorian;Urbanskyj;;male;1974-04-01;22089;Hamburg Hohenfelde;Hamburg;AT;2;AT
2008058;Donald;Hofknecht;;male;1974-04-01;63877;Sailauf;Bayern;SK;0;SK
2008137;Eckart;JĂ¤hndel;;male;1974-03-26;55237;Bornheim;Rheinland-Pfalz;SK;0;SK
2002796;Soul;Kocoglu;;female;1974-03-20;29471;Gartow;Niedersachsen;AT;2;AT
2002925;Zainab;Bornkampf;;female;1974-03-17;22305;Hamburg;Hamburg;AT;2;AT
2002848;Lucienne;Menzlow;;female;1974-03-16;18586;Middelhagen;Mecklenburg-Vorpommern;AT;2;AT
2003610;Lamid-Marvin;Ondruch;;male;1974-03-16;86405;Meitingen;Bayern;DE;1;DE
2008965;Danil;Siefridt;;male;1974-03-15;6647;Saubach;Sachsen-Anhalt;DE;1;DE
2009052;SamĂ­n;Grodtmann;;male;1974-03-13;16225;Eberswalde;Brandenburg;SK;0;SK
2006179;Tailer;Jonass;;male;1974-03-10;54579;Ăśxheim;Rheinland-Pfalz;SK;0;SK
2007407;Eliud;Schuerer;;male;1974-03-05;6895;Rahnsdorf;Sachsen-Anhalt;DE;1;DE
2002373;Moon;Suedkamp;;female;1974-02-26;97523;Schwanfeld;Bayern;AT;2;AT
2009305;Natapon;Rossteutscher;;male;1974-02-26;26452;Sande Sanderbusch;Niedersachsen;DE;1;DE
2006257;Alida;HennĂźler;;female;1974-02-24;93055;Regensburg;Bayern;AT;2;AT
2000799;Roshanak;Berti;;female;1974-02-24;59063;Hamm;Nordrhein-Westfalen;DE;1;DE
2004446;Chiwano;Klese;;male;1974-02-21;6456;Freckleben;Sachsen-Anhalt;SK;0;SK
2000555;Navid;Jansohn;;male;1974-02-20;22605;Hamburg;Hamburg;SK;0;SK
2009223;Tuulikki;BĂ¶hnle;;female;1974-02-19;31558;Hagenburg;Niedersachsen;SK;0;SK
2003017;Mirka;DroegmĂ¶ller;;female;1974-02-15;7980;Wildetaube;ThĂĽringen;AT;2;AT
2004742;Darion-Lucas;RĂ¶sele;;male;1974-02-15;39343;Ostingersleben;Sachsen-Anhalt;DE;1;DE
2007872;Reema;Ditze;;female;1974-02-14;67808;Bayerfeld-Steckweiler;Rheinland-Pfalz;AT;2;AT
2006193;Vinko;Odentahl;;male;1974-02-14;26897;Hilkenbrook;Niedersachsen;SK;0;SK
2002743;Elias;Volker;;female;1974-02-13;21077;Hamburg EiĂźendorf;Hamburg;SK;0;SK
2002422;Evla;Eckardt;;female;1974-02-12;73105;DĂĽrnau;Baden-WĂĽrttemberg;AT;2;AT
2008710;Ebrahima;Pollag;;male;1974-02-12;94374;Schwarzach;Bayern;SK;0;SK
2000372;Ingwa;PekgĂ¶z;;male;1974-02-11;54518;Hupperath;Rheinland-Pfalz;AT;2;AT
2003031;Kiron;Jatzlau;;male;1974-02-08;26409;Wittmund Ardorf;Niedersachsen;AT;2;AT
2004034;Edwin;Leydecker;;male;1974-02-06;61191;Rosbach vor der HĂ¶he Nieder-Rosbach;Hessen;DE;1;DE
2006973;Fynn-Lucas;Diettrich;;male;1974-02-05;6246;Delitz am Berge;Sachsen-Anhalt;AT;2;AT
2009478;Simay;Litvene;;female;1974-02-01;25746;Ostrohe;Schleswig-Holstein;AT;2;AT
2001561;MĂ©x;Berstecher;;female;1974-02-01;25774;Krempel;Schleswig-Holstein;DE;1;DE
2003020;Opoku;Litvak;;female;1974-01-26;21465;Reinbek;Schleswig-Holstein;SK;0;SK
2004758;Yossef;Berlit;;male;1974-01-21;51107;KĂ¶ln;Nordrhein-Westfalen;DE;1;DE
2006650;Araya;Gustus;;female;1974-01-17;39307;RoĂźdorf;Sachsen-Anhalt;SK;0;SK
2005407;Jigyasa;KĂ¶lbli;;female;1974-01-16;57539;HĂ¶vels;Rheinland-Pfalz;AT;2;AT
2002543;Akram;Fisker;;male;1974-01-15;83727;Schliersee;Bayern;DE;1;DE
2000717;San-Diego;Clewe;;male;1974-01-09;6667;WeiĂźenfels;Sachsen-Anhalt;DE;1;DE
2002294;Yakob;GrĂĽnenthal;;male;1974-01-06;29633;Munster;Niedersachsen;DE;1;DE
2009135;Zu;von Bergen;;male;1973-11-05;16247;Ziethen;Brandenburg;DE;1;DE
2002426;Eya;Wondraczeck;;female;1973-10-20;1904;Neukirch/Lausitz;Sachsen;SK;0;SK
2000440;Bubakar;Mazijewski;;male;1973-10-18;35239;Steffenberg;Hessen;AT;2;AT
2006205;Setora;Meissner;;female;1973-10-15;82031;GrĂĽnwald;Bayern;SK;0;SK
2000868;Ben-Nueng;Woizik;;male;1973-09-17;56459;Ailertchen;Rheinland-Pfalz;SK;0;SK
2008010;Naji;Bluemke;;male;1973-08-21;39124;Magdeburg;Sachsen-Anhalt;AT;2;AT
2005795;Iven-Thor;Celebi;;male;1973-07-23;39398;Alikendorf;Sachsen-Anhalt;DE;1;DE
2005025;Peach;Blechschmidt;;female;1973-07-13;20144;Hamburg Harvestehude;Hamburg;SK;0;SK
2008856;Felia;Narbuts;;female;1973-07-07;26553;Dornum;Niedersachsen;AT;2;AT
2003475;Fazli;Henrichmann;;male;1973-06-27;95195;RĂ¶slau;Bayern;DE;1;DE
2007749;Gloria;Rolefs;;female;1973-06-16;67734;Katzweiler;Rheinland-Pfalz;DE;1;DE
2000271;Ezgi;Biernath;;female;1973-06-05;99189;Ringleben;ThĂĽringen;AT;2;AT
2007063;Maya;Arent;;female;1973-05-29;25862;Goldelund;Schleswig-Holstein;DE;1;DE
2002548;Fakoly;Diezel;;male;1973-05-28;4931;MĂĽhlberg (Elbe);Brandenburg;AT;2;AT
2008578;Telmen;Dirks;;male;1973-05-25;56242;Marienrachdorf;Rheinland-Pfalz;AT;2;AT
2004691;Lalisa;Schwarzfischer;;female;1973-05-25;60435;Frankfurt am Main;Hessen;DE;1;DE
2001508;Mezhdun;Yildizhan;;male;1973-05-23;9387;Jahnsdorf/Erzgebirge;Sachsen;DE;1;DE
2005992;Fahim;Ziegenbarth;;male;1973-05-22;20257;Hamburg Altona-Nord;Hamburg;DE;1;DE
2002023;Volkmer;Boltres;;female;1973-05-20;17348;Mildenitz;Mecklenburg-Vorpommern;SK;0;SK
2004783;Feliks;Sondersorg;;male;1973-05-18;63454;Hanau;Hessen;DE;1;DE
2008306;Ehis;GĂ¶ttfried;;male;1973-05-18;89605;Altheim;Baden-WĂĽrttemberg;SK;0;SK
2006895;Efe;Chevalier;;male;1973-05-12;29471;Gartow Laasche;Niedersachsen;AT;2;AT
2005855;TráşĄn;Klingner;;male;1973-05-10;4916;Werchau;Brandenburg;SK;0;SK
2007470;Stin;Kording;;female;1973-05-09;15890;EisenhĂĽttenstadt Diehlo;Brandenburg;AT;2;AT
2006795;Merci;Moshammer;;female;1973-05-09;26736;KrummhĂ¶rn Grimersum;Niedersachsen;DE;1;DE
2009331;Jascha;Schmidgen;;male;1973-04-30;91275;Auerbach in der Oberpfalz;Bayern;SK;0;SK
2000728;Tabassum;Klostermann;;female;1973-04-28;6386;Hinsdorf;Sachsen-Anhalt;SK;0;SK
2009503;Omorowa;Schneiderat;;female;1973-04-27;15320;Neutrebbin Altbarnim;Brandenburg;DE;1;DE
2005438;Joly;SchĂ¶tzig;;female;1973-04-24;89160;Dornstadt Scharenstetten;Baden-WĂĽrttemberg;SK;0;SK
2008729;Ingo;Westermaier;;male;1973-04-23;97074;WĂĽrzburg;Bayern;SK;0;SK
2009896;Ardas;Bornkampf;;female;1973-04-23;6188;Oppin;Sachsen-Anhalt;SK;0;SK
2009462;Parnika;Steidlen;;female;1973-04-22;37339;Ferna;ThĂĽringen;AT;2;AT
2006745;Kennah;Steenbrecker;;female;1973-04-21;97980;Bad Mergentheim;Baden-WĂĽrttemberg;SK;0;SK
2006413;Hasanov;Wertz;;male;1973-04-16;90441;NĂĽrnberg;Bayern;DE;1;DE
2003872;Leto;NagelkrĂ¤mer;;female;1973-04-15;88436;Eberhardzell FĂĽramoos;Baden-WĂĽrttemberg;SK;0;SK
2010059;Ihsan;Meyerdress;;female;1973-04-15;56294;Gierschnach;Rheinland-Pfalz;DE;1;DE
2006782;Giannis;Weissermel;;male;1973-04-14;8373;Remse;Sachsen;AT;2;AT
2010116;Mawi;Suter;;male;1973-04-14;17192;Klink;Mecklenburg-Vorpommern;SK;0;SK
2003939;Ăślfiye;Ă–zcelik;;female;1973-04-14;28359;Bremen;Bremen;SK;0;SK
2006673;Alonso;Pfingsttag;;male;1973-04-13;72631;Aichtal;Baden-WĂĽrttemberg;SK;0;SK
2000595;Justine-Monique;Hendrikx;;female;1973-04-13;89129;Langenau;Baden-WĂĽrttemberg;AT;2;AT
2008493;Nadine;Nikoleitzik;;male;1973-04-13;37281;Wanfried;Hessen;SK;0;SK
2004748;Islem;Klappich;;male;1973-04-12;66969;Lemberg;Rheinland-Pfalz;DE;1;DE
2001974;Fina;Frentzel;;female;1973-04-12;85413;HĂ¶rgertshausen;Bayern;AT;2;AT
2007050;Xiafei;Mertin;;male;1973-04-11;26384;Wilhelmshaven;Niedersachsen;AT;2;AT
2006817;Juna-Antonia;TheeĂź;;female;1973-04-10;4880;Elsnig;Sachsen;SK;0;SK
2005986;Alexeevna;Rullof;;female;1973-04-05;93077;Bad Abbach;Bayern;SK;0;SK
2001926;Marilou;Zajiczek;;female;1973-03-29;86857;Hurlach;Bayern;AT;2;AT
2009603;Jonathan-Bendik;Kanbur;;male;1973-03-15;71549;Auenwald;Baden-WĂĽrttemberg;AT;2;AT
2004510;Tjara;Kontauts;;female;1973-03-13;9526;Pfaffroda;Sachsen;SK;0;SK
2002436;Elienne-Diva;Reuters;;female;1973-03-06;55437;Ober-Hilbersheim;Rheinland-Pfalz;AT;2;AT
2008072;Nori;Himmelbauer;;male;1973-03-03;39638;Berge;Sachsen-Anhalt;SK;0;SK
2008069;Ĺžerzan;Ahlwardt;;male;1973-02-28;17337;Klein Luckow;Mecklenburg-Vorpommern;SK;0;SK
2005851;Dwayne-Illiyas;Nonnemacher;;male;1973-02-28;55592;Rehborn;Rheinland-Pfalz;DE;1;DE
2003968;Billi;Burckards;;female;1973-02-27;20457;Hamburg Neustadt;Hamburg;DE;1;DE
2001209;Mar;Ertekin;;male;1973-02-27;71282;Hemmingen;Baden-WĂĽrttemberg;SK;0;SK
2009568;Ishanna;Schuck;;female;1973-02-26;99880;TrĂĽgleben;ThĂĽringen;AT;2;AT
2005415;Rosabella;Reuters;;female;1973-02-26;14641;Tremmen;Brandenburg;DE;1;DE
2004004;Louie;RĂ¶nspieĂź;;male;1973-02-26;69231;Rauenberg;Baden-WĂĽrttemberg;SK;0;SK
2002463;Oghenerukevwe;Deubel;;female;1973-02-24;22177;Hamburg;Hamburg;DE;1;DE
2005708;Laif;Haefele;;male;1973-02-24;78148;GĂĽtenbach;Baden-WĂĽrttemberg;DE;1;DE
2009451;Mahsa;Weitekamper;;female;1973-02-23;23883;Hollenbek;Schleswig-Holstein;DE;1;DE
2009408;Svetlinova;Fahrenbrink;;female;1973-02-21;56244;Ă–tzingen;Rheinland-Pfalz;DE;1;DE
2009159;Yao;Rutcowski;;male;1973-02-19;4552;Wyhratal;Sachsen;DE;1;DE
2001500;ZoĂ«;Chmielecki;;female;1973-02-17;31707;Bad Eilsen;Niedersachsen;AT;2;AT
2004836;Akosua;Filips;;female;1973-02-15;25436;GroĂź Nordende;Schleswig-Holstein;SK;0;SK
2002362;Arnas;Meissgeyer;;male;1973-02-14;44145;Dortmund;Nordrhein-Westfalen;DE;1;DE
2001865;Ă–mercan;Schmitt;;male;1973-02-12;57539;FĂĽrthen;Rheinland-Pfalz;SK;0;SK
2001490;Enrik;Papenmeier;;male;1973-02-10;13587;Berlin;Berlin;SK;0;SK
2006328;Radko;Wlodorczyk;;male;1973-02-09;87674;Ruderatshofen;Bayern;AT;2;AT
2003297;Tyron-John;FĂĽrstenow;;male;1973-02-07;15732;Eichwalde;Brandenburg;AT;2;AT
2007370;Yasujiro;Wiezoreck;;male;1973-02-07;22049;Hamburg Dulsberg;Hamburg;AT;2;AT
2004897;Jie-Ling;Westheide;;female;1973-02-06;27793;Wildeshausen;Niedersachsen;AT;2;AT
2003055;Janka;Maciejewski;;female;1973-02-05;14476;Satzkorn;Brandenburg;SK;0;SK
2008689;Liam-Dyron;Schiekl;;male;1973-02-05;45475;MĂĽlheim an der Ruhr;Nordrhein-Westfalen;AT;2;AT
2009819;Tchakounte;Litvin;;male;1973-02-04;6193;KĂĽtten;Sachsen-Anhalt;AT;2;AT
2005270;Saivan;DĂ¶ppert;;male;1973-02-01;46483;Wesel;Nordrhein-Westfalen;SK;0;SK
2002202;Iasonas;Lubanska;;male;1973-02-01;15295;Wiesenau;Brandenburg;DE;1;DE
2009121;Catharina;Kristann;;female;1973-01-28;57635;Mehren;Rheinland-Pfalz;DE;1;DE
2004324;Henrie;Oberfranz;;male;1973-01-28;16321;Bernau;Brandenburg;SK;0;SK
2008244;Mouhamed;ThĂ©baud;;male;1973-01-25;93195;Wolfsegg;Bayern;DE;1;DE
2005546;Ramzan;Hoeffgen;;male;1973-01-25;86868;Mittelneufnach;Bayern;DE;1;DE
2001058;Silja;Prochazkova;;female;1973-01-19;26605;Aurich;Niedersachsen;SK;0;SK
2009707;Gruffydd;Vitkovskij;;male;1973-01-12;2681;Schirgiswalde;Sachsen;SK;0;SK
2008178;Erik-Wladimir;GrĂĽnder;;male;1972-11-13;89542;Herbrechtingen;Baden-WĂĽrttemberg;DE;1;DE
2009246;Čtefania-Larisa;Kernen;;female;1972-11-13;16928;Kehrberg;Brandenburg;AT;2;AT
2005581;GĂĽllĂĽ;Schulthess;;female;1972-10-28;74360;Ilsfeld;Baden-WĂĽrttemberg;AT;2;AT
2003448;Jafa;Heintzer;;female;1972-10-06;3222;Kittlitz;Brandenburg;SK;0;SK
2001132;Bernie;Bischhofs;;male;1972-09-29;67482;Freimersheim;Rheinland-Pfalz;DE;1;DE
2001081;Aiden-Jamal;Baltrusis;;male;1972-09-02;29471;Gartow Rucksmoor;Niedersachsen;AT;2;AT
2000979;Kalia;Brandtjen;;female;1972-08-20;71397;Leutenbach;Baden-WĂĽrttemberg;DE;1;DE
2003716;Daniels;Poeppe;;male;1972-08-20;66919;Herschberg;Rheinland-Pfalz;AT;2;AT
2003580;Ulas;Arndmeier;;male;1972-08-02;6642;Altenroda;Sachsen-Anhalt;AT;2;AT
2001229;Vanny;Hosenmann;;female;1972-07-22;96271;Grub am Forst;Bayern;AT;2;AT
2007218;Hadice;Neber;;female;1972-07-19;74417;Gschwend;Baden-WĂĽrttemberg;DE;1;DE
2003597;Lotta-Marie;Barthl;;female;1972-07-09;24392;Wagersrott;Schleswig-Holstein;AT;2;AT
2005973;Evangelos;Preisler;;male;1972-07-09;19370;Parchim;Mecklenburg-Vorpommern;SK;0;SK
2008375;Djovanie;Trapschuh;;male;1972-07-03;12347;Berlin;Berlin;SK;0;SK
2003961;Arthur-Samson;WagenfĂĽhrer;;male;1972-05-31;53347;Alfter;Nordrhein-Westfalen;AT;2;AT
2001726;Bego;Krauhs;;male;1972-05-31;6179;Steuden;Sachsen-Anhalt;SK;0;SK
2008782;Siar;Walzel;;male;1972-05-29;4758;Oschatz;Sachsen;AT;2;AT
2003491;Chouayb;Deschle;;male;1972-05-26;22303;Hamburg;Hamburg;SK;0;SK
2001149;Jaroslav;Senkfeil;;male;1972-05-19;97246;Eibelstadt;Bayern;SK;0;SK
2000907;Naifali;Walraff;;male;1972-05-18;91593;Burgbernheim;Bayern;DE;1;DE
2008372;Adil-Ayaan;Waltzer;;male;1972-05-18;15898;Neuzelle Streichwitz;Brandenburg;AT;2;AT
2000428;Danielle;Ilkay;;male;1972-05-17;3096;Dissen-Striesow;Brandenburg;AT;2;AT
2000213;Avai;Folk;;female;1972-05-17;55576;Welgesheim;Rheinland-Pfalz;AT;2;AT
2009023;Ilaiya;Vencel;;male;1972-05-14;23730;Sierksdorf;Schleswig-Holstein;AT;2;AT
2006473;Amatus;Wietschorek;;male;1972-05-13;25767;WennbĂĽttel;Schleswig-Holstein;DE;1;DE
2005111;Syyeda;Stockbrinck;;female;1972-05-09;39365;Harbke;Sachsen-Anhalt;DE;1;DE
2005200;Amir-Ghassan;Buescher;;male;1972-05-06;49170;Hagen am Teutoburger Wald;Niedersachsen;AT;2;AT
2004265;Djibril;Amendt;;male;1972-05-05;56154;Boppard;Rheinland-Pfalz;DE;1;DE
2001568;Malyn;Goepen;;female;1972-05-05;26736;KrummhĂ¶rn Canum;Niedersachsen;DE;1;DE
2009897;Prabesh;Aupel;;male;1972-05-04;18569;Gingst;Mecklenburg-Vorpommern;SK;0;SK
2007001;Afan;Seithe;;male;1972-05-04;90403;NĂĽrnberg;Bayern;SK;0;SK
2002126;Mailike;Heuschmied;;female;1972-05-02;31675;BĂĽckeburg Bergdorf;Niedersachsen;AT;2;AT
2003722;Hopkins;Steffensmeier;;female;1972-05-01;25712;Quickborn;Schleswig-Holstein;SK;0;SK
2003723;Atanas;Nickell;;male;1972-04-30;9126;Chemnitz;Sachsen;SK;0;SK
2009012;Tamogna;Nebauer;;female;1972-04-29;96123;Litzendorf;Bayern;AT;2;AT
2007597;Isac;Langermann;;male;1972-04-27;19089;Wessin;Mecklenburg-Vorpommern;SK;0;SK
2009493;Breha;Okenfus;;female;1972-04-27;90403;NĂĽrnberg;Bayern;SK;0;SK
2009856;Daniyal;Hanns;;male;1972-04-26;16247;Ziethen;Brandenburg;AT;2;AT
2002584;Catlynn;Morgenfrueh;;female;1972-04-25;29699;Bomlitz;Niedersachsen;AT;2;AT
2000826;Lucan;Frik;;male;1972-04-20;82436;Eglfing;Bayern;AT;2;AT
2000704;Adai;Heerstrahs;;male;1972-04-20;67150;Niederkirchen bei Deidesheim;Rheinland-Pfalz;AT;2;AT
2000607;Onyinyechukwu;Krobat;;female;1972-04-20;54558;Strohn;Rheinland-Pfalz;SK;0;SK
2007527;Hulda;Klauda;;female;1972-04-19;16928;Heiligengrabe Blumenthal;Brandenburg;DE;1;DE
2004677;Suse;Gajovski;;female;1972-04-11;21357;Bardowick;Niedersachsen;DE;1;DE
2007328;Angelito;Holzapfl;;male;1972-04-11;38228;Salzgitter Reppner;Niedersachsen;AT;2;AT
2004876;Molli;Merkardt;;female;1972-04-10;15910;DĂĽrrenhofe;Brandenburg;DE;1;DE
2000257;Faissal;Fingerhut;;male;1972-04-09;15230;Frankfurt (Oder);Brandenburg;DE;1;DE
2003444;Ladzina;Eberlin;;female;1972-04-08;39291;LĂĽbars;Sachsen-Anhalt;AT;2;AT
2005719;Mylene;KrĂ¤utler;;female;1972-04-07;6425;PlĂ¶tzkau;Sachsen-Anhalt;AT;2;AT
2007516;Aquila;GroĂźheider;;female;1972-04-04;19258;Wiebendorf;Mecklenburg-Vorpommern;SK;0;SK
2002350;Emylie;Lambertin;;female;1972-04-01;91224;Pommelsbrunn;Bayern;AT;2;AT
2002774;HiĹźman;Zinsmaier;;male;1972-03-29;7907;GĂ¶rkwitz;ThĂĽringen;DE;1;DE
2002512;Hans-JĂĽrgen;Kistenpfennig;;male;1972-03-27;17390;Ziethen;Mecklenburg-Vorpommern;DE;1;DE
2009363;MalĂ®n;Vassilieva;;female;1972-03-24;16909;Wittstock/Dosse Christdorf;Brandenburg;SK;0;SK
2005872;Fred;Suerland;;male;1972-03-22;42929;Wermelskirchen;Nordrhein-Westfalen;SK;0;SK
2001074;Araf;Kearns;;male;1972-03-09;24816;Stafstedt;Schleswig-Holstein;AT;2;AT
2001921;Siba;LangnĂ¤s;;female;1972-03-09;39343;Uhrsleben;Sachsen-Anhalt;SK;0;SK
2001822;Acacia;Dicks;;female;1972-03-06;29456;Hitzacker Harlingen;Niedersachsen;AT;2;AT
2000706;Alesio;Klingfuss;;male;1972-02-27;16269;Bliesdorf Metzdorf;Brandenburg;AT;2;AT
2009480;Nicolla;Ishaq;;female;1972-02-18;16359;Lanke;Brandenburg;SK;0;SK
